"formula","HC","OC"
"C37H46O3N2P1",1.24,0.08
"C30H51O7N3S1",1.7,0.23
"C38H47O5N1",1.24,0.13
"C23H6O16N2S1",0.26,0.7
"C20H10O20N2",0.5,1
"C18H18O17N2S2",1,0.94
"C22H14O20",0.64,0.91
"C25H26O11S3",1.04,0.44
"C33H14O10N2",0.42,0.3
"C27H22O14N2",0.81,0.52
"C23H25O14N3P1",1.09,0.61
"C19H34O19S1",1.79,1
"C28H38O14",1.36,0.5
"C29H42O13",1.45,0.45
"C23H5O13N1S3",0.22,0.57
"C38H21O5N3",0.55,0.13
"C28H57O6N1S3",2.04,0.21
"C19H4O13S5",0.21,0.68
"C15H4O18S4",0.27,1.2
"C19H4O17S3",0.21,0.89
"C19H8O11N2S5",0.42,0.58
"C25H12O18",0.48,0.72
"C18H32O18S2",1.78,1
"C19H36O13S4",1.89,0.68
"C25H28O15S1",1.12,0.6
"C19H36O17S2",1.89,0.89
"C20H40O12S4",2,0.6
"C22H32O19",1.45,0.86
"C31H36O12",1.16,0.39
"C27H40O11N2S1",1.48,0.41
"C28H40O14",1.43,0.5
"C29H44O13",1.52,0.45
"C33H44O10",1.33,0.3
"C30H51O9N1P1",1.7,0.3
"C28H56O11S1",2,0.39
"C33H60O3S3",1.82,0.09
"C13H15O14N1S6",1.15,1.08
"C14H19O9N1S8",1.36,0.64
"C26H7O13N3S1",0.27,0.5
"C37H19O6N3",0.51,0.16
"C37H19O6N3",0.51,0.16
"C25H14O14S2",0.56,0.56
"C17H18O18N2S2",1.06,1.06
"C25H17O15N1P1",0.68,0.6
"C23H22O15S2",0.96,0.65
"C19H22O20S1",1.16,1.05
"C19H24O18P2",1.26,0.95
"C17H30O15S4",1.76,0.88
"C26H34O14S1",1.31,0.54
"C31H40O6S1P2",1.29,0.19
"C31H38O12",1.23,0.39
"C32H42O11",1.31,0.34
"C33H46O10",1.39,0.3
"C26H53O12N1P1",2.04,0.46
"C27H54O12S1",2,0.44
"C36H46O6N2",1.28,0.17
"C14H9O8N3S8",0.64,0.57
"C18H9O21N3",0.5,1.17
"C19H13O16N3S2",0.68,0.84
"C20H17O17N3S1",0.85,0.85
"C28H29O10N1S2",1.04,0.36
"C34H37O7N1S1",1.09,0.21
"C31H40O10P1",1.29,0.32
"C19H12O11N2S5",0.63,0.58
"C21H16O21",0.76,1
"C25H19O13N1S1P1",0.76,0.52
"C24H28O16S1",1.17,0.67
"C34H24O9N2",0.71,0.26
"C31H40O12",1.29,0.39
"C32H44O11",1.38,0.34
"C26H52O13S1",2,0.5
"C30H52O10S1",1.73,0.33
"C13H19O14N1S6",1.46,1.08
"C21H7O13N3S3",0.33,0.62
"C21H7O19N3",0.33,0.9
"C22H11O16N3S1",0.5,0.73
"C30H7O14N1",0.23,0.47
"C27H26O14P1",0.96,0.52
"C32H35O1N3S4",1.09,0.03
"C20H5O18N3P1",0.25,0.9
"C27H10O17",0.37,0.63
"C36H18O6N2S1",0.5,0.17
"C23H28O15P2",1.22,0.65
"C29H34O14",1.17,0.48
"C26H41O13N1P1",1.58,0.5
"C31H42O12",1.35,0.39
"C18H9O17N1S3",0.5,0.94
"C20H5O16N3S2",0.25,0.8
"C19H13O22N1",0.68,1.16
"C16H16O13S6",1,0.81
"C21H20O17S2",0.95,0.81
"C23H28O17S1",1.22,0.74
"C24H32O16S1",1.33,0.67
"C25H36O15S1",1.44,0.6
"C25H38O13P2",1.52,0.52
"C30H40O9S2",1.33,0.3
"C30H42O7S1P2",1.4,0.23
"C30H40O13",1.33,0.43
"C24H51O10N1S2P1",2.12,0.42
"C27H47O12N1P1",1.74,0.44
"C38H44O5N2",1.16,0.13
"C33H54O6P2",1.64,0.18
"C17H11O14N3S4",0.65,0.82
"C21H23O18N1S1",1.1,0.86
"C25H22O16P1",0.88,0.64
"C30H31O7N3S2",1.03,0.23
"C34H27O10N1",0.79,0.29
"C23H35O12N3S2",1.52,0.52
"C20H6O17N2S2",0.3,0.85
"C24H22O3N2S7",0.92,0.12
"C20H18O20S1",0.9,1
"C27H30O14S1",1.11,0.52
"C23H34O15N2S1",1.48,0.65
"C21H38O18S1",1.81,0.86
"C29H38O14",1.31,0.48
"C26H42O16",1.62,0.62
"C26H45O13N1P1",1.73,0.5
"C31H46O12",1.48,0.39
"C19H5O13N3S4",0.26,0.68
"C20H5O16N1S3",0.25,0.8
"C25H29O15N3",1.16,0.6
"C19H7O19N3P1",0.37,1
"C21H8O22",0.38,1.05
"C22H12O17S2",0.55,0.77
"C20H8O21N2",0.4,1.05
"C21H12O16N2S2",0.57,0.76
"C21H12O20N2",0.57,0.95
"C31H20O12N2",0.65,0.39
"C31H20O12N2",0.65,0.39
"C19H32O18S2",1.68,0.95
"C20H36O13S4",1.8,0.65
"C28H24O12N2S1",0.86,0.43
"C24H24O17N2",1,0.71
"C28H24O14N2",0.86,0.5
"C28H36O13S1",1.29,0.46
"C29H40O14",1.38,0.48
"C31H50O6S1P2",1.61,0.19
"C28H54O10P2",1.93,0.36
"C40H52O1S2",1.3,0.03
"C19H7O11N3S5",0.37,0.58
"C18H34O19N2P1",1.89,1.06
"C34H51O3N3S2",1.5,0.09
"C38H47O6N1",1.24,0.16
"C39H50O4P1",1.28,0.1
"C20H6O15S4",0.3,0.75
"C20H6O17S3",0.3,0.85
"C23H5O16N1S1P1",0.22,0.7
"C20H10O19N2S1",0.5,0.95
"C18H16O20P2",0.89,1.11
"C28H38O9S3",1.36,0.32
"C29H42O14",1.45,0.48
"C30H50O3N2S4",1.67,0.1
"C24H9O19N1",0.38,0.79
"C19H4O20S2",0.21,1.05
"C27H8O16N2",0.3,0.59
"C33H16O9N2S1",0.48,0.27
"C25H28O16S1",1.12,0.64
"C26H32O15S1",1.23,0.58
"C24H43O15N1P1",1.79,0.62
"C32H40O12",1.25,0.38
"C33H44O7S2",1.33,0.21
"C34H48O6S2",1.41,0.18
"C35H52O1S4",1.49,0.03
"C28H56O12S1",2,0.43
"C39H43O2N3S1",1.1,0.05
"C17H4O20N2P2",0.24,1.18
"C20H14O7N2S7",0.7,0.35
"C20H14O11N2S5",0.7,0.55
"C26H18O14S2",0.69,0.54
"C22H18O19S1",0.82,0.86
"C26H21O13N1S1P1",0.81,0.5
"C29H18O12N2S1",0.62,0.41
"C38H22O5N2S1",0.58,0.13
"C23H38O15S2",1.65,0.65
"C19H38O20S1",2,1.05
"C31H38O13",1.23,0.42
"C36H42O5S2",1.17,0.14
"C28H42O15",1.5,0.54
"C32H42O12",1.31,0.38
"C33H46O7S2",1.39,0.21
"C29H46O14",1.59,0.48
"C33H46O11",1.39,0.33
"C37H62O3S2",1.68,0.08
"C33H65O3N1S2P1",1.97,0.09
"C11H9O13N1S8",0.82,1.18
"C27H8O16P1",0.3,0.59
"C27H27O8N1S2P2",1,0.3
"C23H28O16N2P1",1.22,0.7
"C32H29O12N1",0.91,0.38
"C33H33O7N1S2",1,0.21
"C17H4O18N2S3",0.24,1.06
"C18H8O13N2S5",0.44,0.72
"C26H6O15P2",0.23,0.58
"C17H16O17S4",0.94,1
"C21H7O18N3P1",0.33,0.86
"C29H16O10S3",0.55,0.34
"C19H24O21S1",1.26,1.11
"C37H20O6N2S1",0.54,0.16
"C25H32O16S1",1.28,0.64
"C30H36O14",1.2,0.47
"C25H48O13S2",1.92,0.52
"C32H44O12",1.38,0.38
"C27H26O15P1",0.96,0.56
"C20H31O17N1S2",1.55,0.85
"C22H39O15N1S2",1.77,0.68
"C37H55O1N3S2",1.49,0.03
"C20H4O14N2S2P2",0.2,0.7
"C24H14O12S4",0.58,0.5
"C19H10O22S1",0.53,1.16
"C25H6O16N2S1",0.24,0.64
"C21H18O22",0.86,1.05
"C22H22O17S2",1,0.77
"C26H26O12N2S2",1,0.46
"C34H24O8P2",0.71,0.24
"C30H22O15",0.73,0.5
"C28H30O12S2",1.07,0.43
"C33H22O11N2",0.67,0.33
"C25H34O16S1",1.36,0.64
"C27H45O13N1P1",1.67,0.48
"C29H54O12N2",1.86,0.41
"C31H58O10S1",1.87,0.32
"C20H4O16N2S2P1",0.2,0.8
"C19H13O19N1S2",0.68,1
"C25H9O15N3S1",0.36,0.6
"C21H9O20N3",0.43,0.95
"C30H29O2N3S5",0.97,0.07
"C25H37O5N1S6",1.48,0.2
"C31H33O7N3S2",1.06,0.23
"C35H29O10N1",0.83,0.29
"C24H37O12N3S2",1.54,0.5
"C41H52O3P1",1.27,0.07
"C23H28O10S5",1.22,0.43
"C16H32O17S4",2,1.06
"C22H24O19S1",1.09,0.86
"C22H26O17P2",1.18,0.77
"C31H16O13N2",0.52,0.42
"C23H30O12S2P2",1.3,0.52
"C27H28O13S2",1.04,0.48
"C29H36O3S6",1.24,0.1
"C37H24O6N2S1",0.65,0.16
"C24H32O19",1.33,0.79
"C25H36O14S2",1.44,0.56
"C25H38O12S1P2",1.52,0.48
"C34H28O8N2S1",0.82,0.24
"C26H43O14N1P1",1.65,0.54
"C27H47O13N1P1",1.74,0.48
"C21H7O16N1S3",0.33,0.76
"C26H31O15N3",1.19,0.58
"C20H9O19N3P1",0.45,0.95
"C20H18O19S2",0.9,0.95
"C21H22O14S4",1.05,0.67
"C22H14O20N2",0.64,0.91
"C33H54O7S2",1.64,0.21
"C29H57O7N1S2P1",1.97,0.24
"C15H5O17N3S4",0.33,1.13
"C20H20O17S3",1,0.85
"C20H24O19N2S1",1.2,0.95
"C29H24O12S2",0.83,0.41
"C25H24O17S1",0.96,0.68
"C34H44O11",1.29,0.32
"C28H55O8N1S2P1",1.96,0.29
"C44H27O2N3",0.61,0.05
"C13H10O15S7",0.77,1.15
"C18H14O21S2",0.78,1.17
"C20H22O11S6",1.1,0.55
"C21H26O14S4",1.24,0.67
"C25H26O15S2",1.04,0.6
"C30H30O15",1,0.5
"C28H38O16",1.36,0.57
"C24H41O16N1P1",1.71,0.67
"C34H46O7S2",1.35,0.21
"C34H46O11",1.35,0.32
"C29H58O12S1",2,0.41
"C28H9O11N1S3",0.32,0.39
"C30H33O10N1S2",1.1,0.33
"C13H12O15S7",0.92,1.15
"C19H4O21S2",0.21,1.11
"C21H16O7N2S7",0.76,0.33
"C19H8O21N2S1",0.42,1.11
"C27H20O14S2",0.74,0.52
"C27H23O13N1S1P1",0.85,0.48
"C26H34O14P2",1.31,0.54
"C33H44O12",1.33,0.36
"C34H64O8S1",1.88,0.24
"C14H7O14N3S6",0.5,1
"C23H7O17N1S2",0.3,0.74
"C22H7O16N3S2",0.32,0.73
"C26H6O14N2S1P1",0.23,0.54
"C27H7O16N1S1",0.26,0.59
"C28H11O11N1S3",0.39,0.39
"C23H27O14N3S2",1.17,0.61
"C26H39O13N3S1",1.5,0.5
"C18H6O18N2S3",0.33,1
"C27H8O15P2",0.3,0.56
"C20H12O20P2",0.6,1
"C18H18O17S4",1,0.94
"C21H14O23",0.67,1.1
"C29H48O9S1P2",1.66,0.31
"C33H46O8S2",1.39,0.24
"C36H58O9",1.61,0.25
"C33H65O4N1S2P1",1.97,0.12
"C33H64O7P2",1.94,0.21
"C22H8O19N2P1",0.36,0.86
"C45H37O1N3",0.82,0.02
"C28H48O12N2P1",1.71,0.43
"C15H8O18S5",0.53,1.2
"C21H6O14N2S2P2",0.29,0.67
"C18H8O16N2S4",0.44,0.89
"C21H7O19N3P1",0.33,0.9
"C19H24O20S2",1.26,1.05
"C28H16O14N2S1",0.57,0.5
"C24H16O19N2",0.67,0.79
"C25H20O14N2S2",0.8,0.56
"C23H24O17S2",1.04,0.74
"C21H32O16S3",1.52,0.76
"C27H24O18",0.89,0.67
"C32H44O9S2",1.38,0.28
"C28H47O13N1P1",1.68,0.46
"C37H64O2S3",1.73,0.05
"C45H52O1N2",1.16,0.02
"C14H23O11N1S8",1.64,0.79
"C25H6O13N2S2P1",0.24,0.52
"C16H4O18N2S2P2",0.25,1.12
"C31H10O14S1",0.32,0.45
"C27H14O17N2",0.52,0.63
"C24H18O17N2S1",0.75,0.71
"C23H26O15S3",1.13,0.65
"C25H25O11N3S2P1",1,0.44
"C23H26O19S1",1.13,0.83
"C23H28O17P2",1.22,0.74
"C24H32O12S2P2",1.33,0.5
"C21H37O19N1P1",1.76,0.9
"C31H42O14",1.35,0.45
"C15H13O13N1S7",0.87,0.87
"C25H6O17P2",0.24,0.68
"C17H23O19N1S2P1",1.35,1.12
"C23H16O20N2",0.7,0.87
"C29H36O10S3",1.24,0.34
"C27H47O14N1P1",1.74,0.52
"C33H52O12",1.58,0.36
"C16H7O17N3S4",0.44,1.06
"C19H15O12N1S6",0.79,0.63
"C25H7O16N1S2",0.28,0.64
"C27H31O17N1",1.15,0.63
"C28H51O15N1",1.82,0.54
"C42H58O3P1",1.38,0.07
"C20H4O21P2",0.2,1.05
"C21H22O17S3",1.05,0.81
"C29H22O17",0.76,0.59
"C26H26O17S1",1,0.65
"C35H18O11N2",0.51,0.31
"C26H45O15N1P1",1.73,0.58
"C35H50O5N2S2",1.43,0.14
"C36H52O6P2",1.44,0.17
"C38H58O8",1.53,0.21
"C39H62O3S2",1.59,0.08
"C21H8O22P1",0.38,1.05
"C19H21O18N3S2",1.11,0.95
"C27H21O16N3",0.78,0.59
"C29H28O11N2S1P1",0.97,0.38
"C27H33O15N1S1",1.22,0.56
"C41H57O5N1",1.39,0.12
"C38H64O4N2P1",1.68,0.11
"C20H4O21S2",0.2,1.05
"C21H8O16S4",0.38,0.76
"C22H28O14S4",1.27,0.64
"C22H32O12N2S4",1.45,0.55
"C25H24O20",0.96,0.8
"C26H28O15S2",1.08,0.58
"C38H44O5S2",1.16,0.13
"C16H7O15N1S6",0.44,0.94
"C19H7O13N3S5",0.37,0.68
"C15H7O18N3S4",0.47,1.2
"C17H15O8N3S8",0.88,0.47
"C24H39O11N1S4",1.62,0.46
"C19H22O19N2S2",1.16,1
"C28H22O12S3",0.79,0.43
"C25H30O6N2S6",1.2,0.24
"C28H22O14S2",0.79,0.5
"C24H22O19S1",0.92,0.79
"C25H26O14S3",1.04,0.56
"C20H22O24",1.1,1.2
"C22H30O22",1.36,1
"C27H34O14S2",1.26,0.52
"C36H26O8N2S1",0.72,0.22
"C24H38O14S3",1.58,0.58
"C32H26O13N2",0.81,0.41
"C34H46O8S2",1.35,0.24
"C34H46O12",1.35,0.35
"C19H5O13N1S6",0.26,0.68
"C20H24O22P1",1.2,1.1
"C23H37O18N1S1",1.61,0.78
"C19H4O14S6",0.21,0.74
"C19H4O22S2",0.21,1.16
"C21H12O18S3",0.57,0.86
"C22H32O22",1.45,1
"C23H36O17S2",1.57,0.74
"C28H40O17",1.43,0.61
"C30H48O7S4",1.6,0.23
"C38H36O6N2S1",0.95,0.16
"C33H44O9S2",1.33,0.27
"C34H48O8S2",1.41,0.24
"C36H59O3N1S2P1",1.64,0.08
"C22H8O14N2S2P2",0.36,0.64
"C27H8O16P2",0.3,0.59
"C26H18O16S2",0.69,0.62
"C22H18O21S1",0.82,0.95
"C19H22O21S2",1.16,1.11
"C19H22O21S2",1.16,1.11
"C20H26O20S2",1.3,1
"C21H30O15S4",1.43,0.71
"C31H26O14N2",0.84,0.45
"C19H38O20S2",2,1.05
"C33H46O9S2",1.39,0.27
"C39H74O1N2S2",1.9,0.03
"C28H33O9N3S3",1.18,0.32
"C24H33O14N3S2",1.38,0.58
"C34H36O9S1P1",1.06,0.26
"C37H53O3N3S2",1.43,0.08
"C45H49O1N1S1",1.09,0.02
"C17H4O20N2S3",0.24,1.18
"C19H12O14N2S5",0.63,0.74
"C35H8O14",0.23,0.4
"C21H16O24",0.76,1.14
"C18H23O19N1S2P1",1.28,1.06
"C19H24O19S3",1.26,1
"C20H28O16S4",1.4,0.8
"C22H23O20N1P1",1.05,0.91
"C37H20O8N2S1",0.54,0.22
"C30H24O15N2",0.8,0.5
"C22H36O18S2",1.64,0.82
"C27H31O12N3S1P1",1.15,0.44
"C29H32O17",1.1,0.59
"C39H28O6N2S1",0.72,0.15
"C27H40O12S3",1.48,0.44
"C31H40O15",1.29,0.48
"C32H46O8S1P2",1.44,0.25
"C41H36O4N2S1",0.88,0.1
"C29H51O9N1S2P1",1.76,0.31
"C29H48O16",1.66,0.55
"C33H48O13",1.45,0.39
"C47H44O1N2",0.94,0.02
"C35H56O7S2",1.6,0.2
"C36H60O2S4",1.67,0.06
"C41H52O1N2S2",1.27,0.02
"C38H72O4N2S1",1.89,0.11
"C43H58O3P1",1.35,0.07
"C20H4O16N2S2P2",0.2,0.8
"C18H10O13N2S6",0.56,0.72
"C26H6O15S3",0.23,0.58
"C24H14O22",0.58,0.92
"C25H18O17S2",0.72,0.68
"C21H18O22S1",0.86,1.05
"C21H20O20P2",0.95,0.95
"C16H30O19S4",1.88,1.19
"C24H18O18N2S1",0.75,0.75
"C24H18O20N2",0.75,0.83
"C21H34O23",1.62,1.1
"C25H34O20",1.36,0.8
"C42H42O5N2",1,0.12
"C47H42O3",0.89,0.06
"C31H49O10N3P1",1.58,0.32
"C38H70O2S3",1.84,0.05
"C17H9O17N3S4",0.53,1
"C21H5O20N1S2",0.24,0.95
"C24H17O19N1S1",0.71,0.79
"C19H29O22N1S1",1.53,1.16
"C27H28O17P1",1.04,0.63
"C36H49O8N1S1",1.36,0.22
"C16H4O17N2S5",0.25,1.06
"C17H8O12N2S7",0.47,0.71
"C16H16O16S6",1,1
"C22H12O10N2S6",0.55,0.45
"C16H20O18N2S4",1.25,1.12
"C21H20O16S4",0.95,0.76
"C30H12O14N2S1",0.4,0.47
"C26H12O19N2",0.46,0.73
"C23H16O21N2",0.7,0.91
"C31H16O13N2S1",0.52,0.42
"C22H26O19P2",1.18,0.86
"C22H28O19N2S1",1.27,0.86
"C23H31O17N1S1P1",1.35,0.74
"C28H51O10N1S2P1",1.82,0.36
"C38H44O8N2",1.16,0.21
"C18H15O20N3S2",0.83,1.11
"C26H11O18N1S1",0.42,0.69
"C23H30O20P1",1.3,0.87
"C28H23O16N3",0.82,0.57
"C24H6O15N2S3",0.25,0.62
"C24H5O18N1S1P1",0.21,0.75
"C20H5O23N1P1",0.25,1.15
"C22H10O18S3",0.45,0.82
"C23H14O19S2",0.61,0.83
"C28H6O18N2",0.21,0.64
"C17H22O19S4",1.29,1.12
"C27H30O13S3",1.11,0.48
"C22H26O23",1.18,1.05
"C25H38O8S6",1.52,0.32
"C27H30O15S2",1.11,0.56
"C27H30O15S2",1.11,0.56
"C25H38O20",1.52,0.8
"C16H9O18N3S4",0.56,1.12
"C18H17O8N3S8",0.94,0.44
"C25H9O13N1S4",0.36,0.52
"C25H41O7N1S6",1.64,0.28
"C44H57O2N3",1.3,0.05
"C19H16O22S2",0.84,1.16
"C20H20O17S4",1,0.85
"C20H24O21N2S1",1.2,1.05
"C29H24O14S2",0.83,0.48
"C26H28O14S3",1.08,0.54
"C34H16O13N2",0.47,0.38
"C21H24O24",1.14,1.14
"C23H35O17N1S1P1",1.52,0.74
"C32H56O12N2",1.75,0.38
"C41H56O5S1",1.37,0.12
"C37H59O5N1S1P1",1.59,0.14
"C29H60O12N2S1",2.07,0.41
"C37H56O10",1.51,0.27
"C22H5O18N3P2",0.23,0.82
"C21H11O20N1S2",0.52,0.95
"C21H26O22P1",1.24,1.05
"C23H35O17N1S2",1.52,0.74
"C24H39O12N1S4",1.62,0.5
"C19H35O22N1S1",1.84,1.16
"C28H59O12N3S1",2.11,0.43
"C23H6O20N2S1",0.26,0.87
"C27H34O17S1",1.26,0.63
"C23H34O22",1.48,0.96
"C29H44O9S2P2",1.52,0.31
"C21H45O16N1S2P1",2.14,0.76
"C34H46O9S2",1.35,0.26
"C38H46O6S2",1.21,0.16
"C39H50O1S4",1.28,0.03
"C35H50O8S2",1.43,0.23
"C36H57O8N1P1",1.58,0.22
"C41H58O3S2",1.41,0.07
"C39H66O4S2",1.69,0.1
"C35H68O7P2",1.94,0.2
"C23H5O17N1S3",0.22,0.74
"C23H37O17N1S2",1.61,0.74
"C23H37O17N1S2",1.61,0.74
"C25H45O7N1S6",1.8,0.28
"C29H33O11N3S2",1.14,0.38
"C43H85O3N1",1.98,0.07
"C19H8O15N2S5",0.42,0.79
"C19H20O18S4",1.05,0.95
"C21H35O19N3P1",1.67,0.9
"C37H46O7P2",1.24,0.19
"C31H55O8N1S2P1",1.77,0.26
"C33H64O9N2S1",1.94,0.27
"C14H19O13N1S8",1.36,0.93
"C22H5O18N1S1P2",0.23,0.82
"C17H15O15N1S6",0.88,0.88
"C33H35O4N3S4",1.06,0.12
"C33H34O7N2S2P1",1.03,0.21
"C38H35O2N1S4",0.92,0.05
"C26H39O9N3S4",1.5,0.35
"C29H31O17N1",1.07,0.59
"C18H39O19N3S2",2.17,1.06
"C34H71O9N3",2.09,0.26
"C22H34O23",1.55,1.05
"C24H42O13S4",1.75,0.54
"C28H33O12N3S1P1",1.18,0.43
"C23H38O20S1",1.65,0.87
"C33H48O8S1P2",1.45,0.24
"C22H5O18N1S3",0.23,0.82
"C32H13O16N1",0.41,0.5
"C24H29O21N1",1.21,0.88
"C36H49O9N3",1.36,0.25
"C21H6O16N2S2P2",0.29,0.76
"C19H12O13N2S6",0.63,0.68
"C19H12O15N2S5",0.63,0.79
"C26H6O18P2",0.23,0.69
"C30H36O11S3",1.2,0.37
"C28H47O15N1P1",1.68,0.54
"C47H40O4",0.85,0.09
"C33H52O8N2S2",1.58,0.24
"C31H58O11P2",1.87,0.35
"C39H56O5S2",1.44,0.13
"C36H64O5N2S2",1.78,0.14
"C41H80O6",1.95,0.15
"C18H7O15N1S6",0.39,0.83
"C14H23O13N1S8",1.64,0.93
"C18H11O17N3S4",0.61,0.94
"C22H9O18N1S1P2",0.41,0.82
"C20H31O22N1S1",1.55,1.1
"C28H30O17P1",1.07,0.61
"C34H55O8N1S2",1.62,0.24
"C19H10O15S6",0.53,0.79
"C26H6O16S3",0.23,0.62
"C26H6O18S2",0.23,0.69
"C24H14O15S4",0.58,0.62
"C31H14O14N2S1",0.45,0.45
"C19H26O20S3",1.37,1.05
"C27H14O19N2",0.52,0.7
"C28H49O15N1P1",1.75,0.54
"C28H50O14N2S1",1.79,0.5
"C36H46O12",1.28,0.33
"C47H42O4",0.89,0.09
"C40H50O1N2S3",1.25,0.03
"C35H58O8S2",1.66,0.23
"C35H60O6S1P2",1.71,0.17
"C31H58O13S1",1.87,0.42
"C23H17O19N3S1",0.74,0.83
"C22H25O23N1",1.14,1.05
"C36H49O7N1S2",1.36,0.19
"C36H48O10P1",1.33,0.28
"C12H4O13N2S9",0.33,1.08
"C22H8O15S5",0.36,0.68
"C20H4O23N2S1",0.2,1.15
"C23H12O16S4",0.52,0.7
"C20H36O23N2",1.8,1.15
"C31H50O8N2S1P2",1.61,0.26
"C32H51O8N1S2P1",1.59,0.25
"C45H40O2N2S1",0.89,0.04
"C36H48O12",1.33,0.33
"C41H68O5S1",1.66,0.12
"C16H7O19N3S4",0.44,1.19
"C21H11O13N3S5",0.52,0.62
"C17H11O18N3S4",0.65,1.06
"C33H55O3N1S5",1.67,0.09
"C38H62O4N2S1P1",1.63,0.11
"C21H6O18S4",0.29,0.86
"C38H10O13",0.26,0.34
"C25H22O20S1",0.88,0.8
"C26H26O19S1",1,0.73
"C35H18O13N2",0.51,0.37
"C22H26O24",1.18,1.09
"C23H30O19S2",1.3,0.83
"C25H38O9S6",1.52,0.36
"C20H34O19S3",1.7,0.95
"C28H22O18N2",0.79,0.64
"C28H34O19",1.21,0.68
"C30H46O13N2S1",1.53,0.43
"C39H46O6S2",1.18,0.15
"C31H49O11N1S1P1",1.58,0.35
"C32H52O9S1P2",1.62,0.28
"C30H46O15N2",1.53,0.5
"C33H54O10S2",1.64,0.3
"C20H5O22N1S2",0.25,1.1
"C36H36O9S1P1",1,0.25
"C31H49O11N1S2",1.58,0.35
"C30H61O13N1S1",2.03,0.43
"C13H8O14S9",0.62,1.08
"C16H20O13S8",1.25,0.81
"C29H24O15S2",0.83,0.52
"C37H46O6N2P2",1.24,0.16
"C45H72O2S1",1.6,0.04
"C41H72O7",1.76,0.17
"C29H15O15N3S1",0.52,0.52
"C33H58O10S1P1",1.76,0.3
"C37H58O9P1",1.57,0.24
"C38H78O5S1P1",2.05,0.13
"C27H18O19S1",0.67,0.7
"C24H22O19S2",0.92,0.79
"C20H25O19N1S2P1",1.25,0.95
"C45H46O4N2",1.02,0.09
"C38H62O10",1.63,0.26
"C44H58O4N2",1.32,0.09
"C29H45O1N1S8",1.55,0.03
"C30H52O13N2P1",1.73,0.43
"C21H28O21S2",1.33,1
"C31H52O16",1.68,0.52
"C31H52O16",1.68,0.52
"C34H52O10N2S1",1.53,0.29
"C38H64O8S1",1.68,0.21
"C47H56O2N2",1.19,0.04
"C34H64O13",1.88,0.38
"C35H68O8S2",1.94,0.23
"C25H31O21N1",1.24,0.84
"C31H54O14P1",1.74,0.45
"C25H16O19P2",0.64,0.76
"C22H18O21S2",0.82,0.95
"C23H22O16S4",0.96,0.7
"C19H22O21S3",1.16,1.11
"C23H22O22S1",0.96,0.96
"C27H38O16S2",1.41,0.59
"C36H33O7N3S1P1",0.92,0.19
"C48H42O4",0.88,0.08
"C44H46O3N2S1",1.05,0.07
"C34H54O8N2S2",1.59,0.24
"C19H9O15N1S6",0.47,0.79
"C27H9O17N1S2",0.33,0.63
"C27H8O20P1",0.3,0.74
"C33H52O9N2S1P1",1.58,0.27
"C22H8O20N2S2",0.36,0.91
"C22H7O23N1P1",0.32,1.05
"C31H8O17S1",0.26,0.55
"C48H44O4",0.92,0.08
"C38H56O9N2",1.47,0.24
"C23H11O20N1S2",0.48,0.87
"C19H10O16S6",0.53,0.84
"C20H5O23N3P1",0.25,1.15
"C28H18O17N2S1",0.64,0.61
"C30H57O10N1S2P1",1.9,0.33
"C43H58O7",1.35,0.16
"C43H58O7",1.35,0.16
"C18H13O18N3S4",0.72,1
"C20H21O8N3S8",1.05,0.4
"C25H5O23N1",0.2,0.92
"C46H57O2N1S1",1.24,0.04
"C39H64O4N2S1P1",1.64,0.1
"C24H6O19N2P2",0.25,0.79
"C19H28O21S3",1.47,1.11
"C36H48O9S2",1.33,0.25
"C45H40O3N2S1",0.89,0.07
"C41H52O5S2",1.27,0.12
"C39H63O7N1P1",1.62,0.18
"C40H64O7S1",1.6,0.17
"C21H11O14N3S5",0.52,0.67
"C21H7O22N1S2",0.33,1.05
"C33H55O14N1",1.67,0.42
"C16H6O15N2S7",0.38,0.94
"C22H10O20S3",0.45,0.91
"C21H22O18S4",1.05,0.86
"C29H10O17N2S1",0.34,0.59
"C26H26O18S2",1,0.69
"C35H37O8N3S1P1",1.06,0.23
"C44H50O7",1.14,0.16
"C32H54O14N2",1.69,0.44
"C38H58O7S2",1.53,0.18
"C47H50O1N2S1",1.06,0.02
"C24H7O18N1S1P2",0.29,0.75
"C21H8O25P1",0.38,1.19
"C49H45O1N3",0.92,0.02
"C32H56O12N2P1",1.75,0.38
"C15H4O18N2S6",0.27,1.2
"C18H12O21S4",0.67,1.17
"C19H16O18S5",0.84,0.95
"C20H39O19N1S2P1",1.95,0.95
"C44H68O6",1.55,0.14
"C24H9O18N1S1P2",0.38,0.75
"C19H19O15N1S6",1,0.79
"C40H71O6N1S1",1.77,0.15
"C44H70O4P1",1.59,0.09
"C23H6O20N2S2",0.26,0.87
"C20H12O18N2S2P2",0.6,0.9
"C21H26O18S4",1.24,0.86
"C35H70O11N2",2,0.31
"C36H74O6N2S2",2.06,0.17
"C44H70O4S1",1.59,0.09
"C20H9O23N1S2",0.45,1.15
"C20H29O22N3S1",1.45,1.1
"C28H25O20N1",0.89,0.71
"C21H29O25N1",1.38,1.19
"C22H33O20N1S2",1.5,0.91
"C39H69O9N1",1.77,0.23
"C40H73O4N1S2",1.82,0.1
"C23H10O16N2S2P2",0.43,0.7
"C22H20O24N2",0.91,1.09
